EmployeeID;Branch       ;Tenure;Salary;Department              ;JobSatisfaction;WorkLifeBalance;CommuteDistance;MaritalStatus;Education  ;PerformanceRating;TrainingHours;OverTime;NumProjects;YearsSincePromotion;EnvironmentSatisfaction;ChurnLikelihood           
      1281;Scranton     ;     7; 53000;Operations              ;              2;              4;Long           ;Married      ;Bachelor   ;      3.666666667;           24;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1282;New York     ;     5; 63000;Marketing               ;              5;              4;Medium         ;Single       ;High School;      3.333333333;           80;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1283;San Francisco;     2; 70500;Research and Development;              5;              4;Medium         ;Single       ;Master     ;      3.666666667;           24;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1284;Chicago      ;    10; 80000;Sales                   ;              5;            3.5;Medium         ;Single       ;Bachelor   ;                3;             ;True    ;          3;                  1;                      2;Highly Likely to Churn    
      1285;New York     ;    12; 71500;Administration          ;              4;              4;Medium         ;Single       ;High School;      3.666666667;           56;True    ;          4;                  3;                      3;Moderately Likely to Churn
      1286;Atlanta      ;     3; 61000;Accounting              ;              4;              4;Medium         ;Divorced     ;High School;                3;           80;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1287;Scranton     ;     6; 69500;Sales                   ;              4;              4;Medium         ;Married      ;Bachelor   ;      3.666666667;           12;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1288;Philadelphia ;     7; 71500;Human Resources         ;              1;            3.5;Short          ;Married      ;Master     ;                3;             ;True    ;          3;                  1;                      2;Highly Likely to Churn    
      1289;Miami        ;     2; 56500;Operations              ;              3;            3.5;Short          ;Single       ;Bachelor   ;                4;           24;True    ;           ;                  0;                      3;Highly Likely to Churn    
      1290;Los Angeles  ;     1; 69000;Legal                   ;              3;            3.5;Long           ;Married      ;Bachelor   ;      3.333333333;           24;True    ;          2;                  0;                      1;Highly Likely to Churn    
      1291;Los Angeles  ;     9; 70000;Customer Service        ;              4;            4.5;Medium         ;Married      ;Bachelor   ;                4;             ;True    ;          3;                  0;                      2;Highly Likely to Churn    
